design,treatment,signal_mode,theta,theta_star,theta_relative,rep,join_fraction,join_fraction_valid,n_join,n_agents,n_valid,n_api_error,n_unparseable,api_error_rate,unparseable_rate,coup_success,theoretical_attack,benefit,cost,model,theta_star_target
baseline,pure,normal,0.275,0.5,-0.22499999999999998,4,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,7,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,9,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,24,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,11,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,12,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,13,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,15,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,16,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,14,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,18,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,19,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,1,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,20,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,22,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,21,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,28,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,13,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,26,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,6,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,29,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,23,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,25,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,0,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,1,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,22,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,4,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,6,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,17,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,5,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,7,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,7,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,6,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,9,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,10,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,11,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,14,0.8,0.8,20,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,13,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,10,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,16,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,17,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,27,0.76,0.76,19,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,29,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,18,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,3,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,19,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,20,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,24,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,5,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,26,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,18,0.84,0.84,21,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,2,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,0,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,12,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,10,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,1,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,3,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,8,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,4,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,2,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,24,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,28,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,14,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,13,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,23,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,16,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,21,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,17,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,15,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.275,0.5,-0.22499999999999998,2,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.7733726476231317,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,22,0.72,0.72,18,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,29,0.68,0.68,17,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,25,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,27,0.36,0.36,9,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,20,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,21,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,22,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,6,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,5,0.44,0.44,11,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,8,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,3,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,17,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,26,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.2,0.5,-0.3,12,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.8413447460685429,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,9,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,12,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,14,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,0,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,1,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,2,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,3,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,8,0.4,0.4,10,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,18,0.64,0.64,16,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,7,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,5,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.35000000000000003,0.5,-0.14999999999999997,15,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.691462461274013,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,11,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,8,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,15,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,24,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,14,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,23,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,27,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,29,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,20,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,28,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,22,0.52,0.52,13,25,25,0,0,0.0,0.0,True,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,4,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,17,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,24,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,28,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,29,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,27,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,9,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,25,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,12,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,10,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,0,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,7,0.48,0.48,12,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,18,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,4,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,11,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,26,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,19,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,13,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,7,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,16,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,10,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,9,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,21,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,15,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,6,0.44,0.44,11,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,16,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,17,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,6,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,19,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,1,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,20,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,25,0.56,0.56,14,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,22,0.56,0.56,14,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,23,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,21,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,2,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,3,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,27,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5,0.5,0.0,23,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,24,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,25,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,26,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,mistralai/mistral-small-creative,0.5
