arm,country,period,theta,join_valid,n_valid
A_w0_direct,7,2,-0.7805,0.9524,21
A_w0_direct,7,3,0.0374,0.0417,24
A_w0_direct,7,4,0.2,0.0,25
A_w0_direct,7,5,-0.634,0.6087,23
A_w0_direct,7,6,-1.2997,1.0,21
A_w0_direct,7,7,-0.2328,0.2174,23
A_w0_direct,7,8,-0.5015,0.75,24
A_w0_direct,7,9,0.4683,0.0,23
A_w0_direct,7,10,-0.71,0.5263,19
A_w0_direct,7,11,-1.152,1.0,19
A_w0_direct,7,12,-0.2077,0.08,25
A_w0_direct,7,13,0.0481,0.0,24
A_w0_direct,7,14,-0.7526,0.8571,21
A_w0_direct,7,15,-1.4761,0.9286,14
A_w0_direct,7,16,-1.1884,1.0,22
A_w0_direct,7,17,0.6311,0.0,20
A_w0_direct,7,18,-0.7413,1.0,17
A_w0_direct,7,19,-0.1,0.2105,19
A_w0_direct,7,20,0.3457,0.0,17
A_w0_direct,7,21,-1.3686,1.0,20
A_w0_direct,7,22,-1.244,0.9474,19
A_w0_direct,7,23,0.4976,0.0,17
A_w0_direct,7,24,0.3081,0.0,21
A_w0_direct,7,25,-1.3073,1.0,20
A_w0_direct,7,26,-1.7525,1.0,20
A_w0_direct,7,27,-1.2899,1.0,21
A_w0_direct,7,28,-0.6799,0.8095,21
A_w0_direct,7,29,0.9965,0.0,20
A_w0_direct,7,30,-0.0377,0.1053,19
A_w0_direct,7,31,-0.343,0.3125,16
A_w0_direct,7,32,-0.6678,0.6667,18
A_w0_direct,7,33,-2.0158,1.0,20
A_w0_direct,7,34,-0.6795,0.75,20
A_w0_direct,7,35,-1.731,0.95,20
A_w0_direct,7,36,-1.2996,1.0,18
A_w0_direct,7,37,0.6649,0.0,20
A_w0_direct,7,38,-0.417,0.48,25
A_w0_direct,7,39,0.2656,0.0,19
A_w0_direct,7,40,1.0593,0.0,23
A_w0_direct,7,41,-0.4411,0.5,18
A_w0_direct,7,42,-1.9286,1.0,25
A_w0_direct,7,43,-1.1737,0.9583,24
A_w0_direct,7,44,0.0403,0.0,22
A_w0_direct,7,45,-1.8462,0.95,20
A_w0_direct,7,46,-0.5344,0.8421,19
A_w0_direct,7,47,0.1199,0.0,21
A_w0_direct,7,48,-0.3521,0.1765,17
A_w0_direct,7,49,0.7558,0.0,20
A_w0_direct,8,0,1.3516,0.0,24
A_w0_direct,8,1,-0.4583,0.88,25
A_w0_direct,8,2,0.4505,0.087,23
A_w0_direct,8,3,-1.0989,1.0,17
A_w0_direct,8,4,0.9621,0.0,18
A_w0_direct,8,5,-1.1264,1.0,17
A_w0_direct,8,6,-1.0398,1.0,21
A_w0_direct,8,7,-1.2499,1.0,19
A_w0_direct,8,8,0.048,0.55,20
A_w0_direct,8,9,1.22,0.0,24
A_w0_direct,8,10,-0.8259,1.0,25
A_w0_direct,8,11,0.2326,0.24,25
A_w0_direct,8,12,-0.0607,0.25,20
A_w0_direct,8,13,-1.0191,1.0,25
A_w0_direct,8,14,0.9185,0.0,25
A_w0_direct,8,15,-0.5896,0.9524,21
A_w0_direct,8,16,0.5489,0.0,17
A_w0_direct,8,17,0.1857,0.32,25
A_w0_direct,8,18,1.4788,0.0,20
A_w0_direct,8,19,0.2602,0.25,24
A_w0_direct,8,20,0.9102,0.0,21
A_w0_direct,8,21,-0.0289,0.7273,22
A_w0_direct,8,22,-1.1977,1.0,19
A_w0_direct,8,23,1.6568,0.0,19
A_w0_direct,8,24,-1.9134,1.0,21
A_w0_direct,8,25,-1.1836,1.0,21
A_w0_direct,8,26,1.0794,0.0,20
A_w0_direct,8,27,1.3407,0.0,18
A_w0_direct,8,28,-0.2759,0.9524,21
A_w0_direct,8,29,1.8053,0.0,17
A_w0_direct,8,30,0.1022,0.25,20
A_w0_direct,8,31,0.1083,0.2381,21
A_w0_direct,8,32,-0.4144,0.92,25
A_w0_direct,8,33,-0.7084,0.9524,21
A_w0_direct,8,34,1.1177,0.0,18
A_w0_direct,8,35,0.2596,0.2941,17
A_w0_direct,8,36,-0.7533,0.95,20
A_w0_direct,8,37,0.2762,0.1579,19
A_w0_direct,8,38,-0.4232,1.0,20
A_w0_direct,8,39,1.9183,0.0,20
A_w0_direct,8,40,-0.2915,0.8824,17
A_w0_direct,8,41,1.4534,0.0,23
A_w0_direct,8,42,-0.2518,0.8947,19
A_w0_direct,8,43,-0.5511,0.95,20
A_w0_direct,8,44,-1.9279,1.0,20
A_w0_direct,8,45,-0.6919,0.9444,18
A_w0_direct,8,46,0.9888,0.0,21
A_w0_direct,8,47,0.1664,0.56,25
A_w0_direct,8,48,-0.1704,0.6667,24
A_w0_direct,8,49,0.7794,0.0,24
A_w0_direct,9,0,-0.0103,0.25,20
A_w0_direct,9,1,0.7679,0.0,20
A_w0_direct,9,2,-2.2485,1.0,20
A_w0_direct,9,3,-0.2808,0.8,25
A_w0_direct,9,4,0.4796,0.0,22
A_w0_direct,9,5,1.4053,0.0,25
A_w0_direct,9,6,-1.1459,1.0,24
A_w0_direct,9,7,-0.6862,0.9583,24
A_w0_direct,9,8,-0.5374,0.95,20
A_w0_direct,9,9,0.4602,0.0,23
A_w0_direct,9,10,-0.8148,1.0,21
A_w0_direct,9,11,-0.0818,0.1739,23
A_w0_direct,9,12,-2.0592,1.0,17
A_w0_direct,9,13,-1.4223,1.0,21
A_w0_direct,9,14,0.5832,0.0,23
A_w0_direct,9,15,1.2583,0.0,18
A_w0_direct,9,16,0.6256,0.0,24
A_w0_direct,9,17,1.521,0.0,22
A_w0_direct,9,18,-0.3626,0.8333,24
A_w0_direct,9,19,-0.6109,0.9,20
A_w0_direct,9,20,-0.9962,1.0,21
A_w0_direct,9,21,-0.2228,0.85,20
A_w0_direct,9,22,1.4499,0.0,21
A_w0_direct,9,23,-0.0522,0.2917,24
A_w0_direct,9,24,-0.5891,0.8095,21
A_w0_direct,9,25,-1.1439,1.0,22
A_w0_direct,9,26,-0.1361,0.3333,21
A_w0_direct,9,27,0.0146,0.619,21
A_w0_direct,9,28,-0.762,1.0,18
A_w0_direct,9,29,1.9569,0.0,20
A_w0_direct,9,30,0.146,0.0455,22
A_w0_direct,9,31,1.2646,0.0,22
A_w0_direct,9,32,0.2376,0.1,20
A_w0_direct,9,33,2.1532,0.0,24
A_w0_direct,9,34,2.1833,0.0,18
A_w0_direct,9,35,-0.0803,0.5455,22
A_w0_direct,9,36,-1.0335,1.0,19
A_w0_direct,9,37,-1.1382,1.0,23
A_w0_direct,9,38,-0.6725,0.9545,22
A_w0_direct,9,39,-0.4054,0.5217,23
A_w0_direct,9,40,1.2084,0.0,25
A_w0_direct,9,41,-0.2356,0.8,25
A_w0_direct,9,42,-1.0214,1.0,18
A_w0_direct,9,43,0.3589,0.1053,19
A_w0_direct,9,44,-0.1187,0.7273,22
A_w0_direct,9,45,1.4685,0.0,23
A_w0_direct,9,46,0.777,0.0,23
A_w0_direct,9,47,-0.3731,0.9524,21
A_w0_direct,9,48,-0.8483,1.0,21
A_w0_direct,9,49,-0.0534,0.4211,19
A_w0_coded,0,0,-1.569,1.0,21
A_w0_coded,0,1,0.2741,0.05,20
A_w0_coded,0,2,-0.6922,0.7619,21
A_w0_coded,0,3,-0.0593,0.2,20
A_w0_coded,0,4,0.7879,0.0,17
A_w0_coded,0,5,1.6908,0.0,21
A_w0_coded,0,6,-1.0229,1.0,23
A_w0_coded,0,7,0.2647,0.0909,22
A_w0_coded,0,8,1.4514,0.0,17
A_w0_coded,0,9,-0.1589,0.3,20
A_w0_coded,0,10,-2.8514,1.0,16
A_w0_coded,0,11,-0.1776,0.35,20
A_w0_coded,0,12,0.3964,0.0,22
A_w0_coded,0,13,-0.8931,0.8095,21
A_w0_coded,0,14,2.0074,0.0,25
A_w0_coded,0,15,-0.3747,0.6667,24
A_w0_coded,0,16,0.2964,0.0,24
A_w0_coded,0,17,-0.2527,0.7895,19
A_w0_coded,0,18,1.7695,0.0,18
A_w0_coded,0,19,-1.4278,1.0,19
A_w0_coded,0,20,-0.7665,0.8824,17
A_w0_coded,0,21,-0.9857,0.95,20
A_w0_coded,0,22,0.4612,0.0,20
A_w0_coded,0,23,0.3403,0.0588,17
A_w0_coded,0,24,-0.9764,0.8636,22
A_w0_coded,0,25,2.9254,0.0,21
A_w0_coded,0,26,-1.3813,1.0,22
A_w0_coded,0,27,0.0947,0.25,20
A_w0_coded,0,28,-1.5072,1.0,23
A_w0_coded,0,29,0.3689,0.0,21
A_w0_coded,0,30,0.1493,0.0556,18
A_w0_coded,0,31,0.3212,0.08,25
A_w0_coded,0,32,-0.525,0.6111,18
A_w0_coded,0,33,-0.8283,0.8696,23
A_w0_coded,0,34,-0.1964,0.2632,19
A_w0_coded,0,35,1.5852,0.0,20
A_w0_coded,0,36,0.2385,0.0,22
A_w0_coded,0,37,-0.0108,0.2,20
A_w0_coded,0,38,-0.4231,0.4783,23
A_w0_coded,0,39,0.5899,0.0,24
A_w0_coded,0,40,0.2172,0.2381,21
A_w0_coded,0,41,-0.9145,0.84,25
A_w0_coded,0,42,1.0257,0.0,25
A_w0_coded,0,43,-0.4644,0.64,25
A_w0_coded,0,44,0.7888,0.0,19
A_w0_coded,0,45,0.0717,0.1579,19
A_w0_coded,0,46,-0.0735,0.0952,21
A_w0_coded,0,47,-0.9101,0.9412,17
A_w0_coded,0,48,0.9034,0.0,17
A_w0_coded,0,49,0.1931,0.0,22
A_w0_coded,1,0,1.0528,0.0,18
A_w0_coded,1,1,-0.3379,0.4211,19
A_w0_coded,1,2,0.898,0.0,18
A_w0_coded,1,3,-0.6792,0.7917,24
A_w0_coded,1,4,-0.559,0.7,20
A_w0_coded,1,5,0.4646,0.0,22
A_w0_coded,1,6,-0.641,0.75,24
A_w0_coded,1,7,-0.6729,0.8333,24
A_w0_coded,1,8,1.4108,0.0,20
A_w0_coded,1,9,-0.2027,0.4706,17
A_w0_coded,1,10,-0.9689,1.0,22
A_w0_coded,1,11,-0.081,0.0417,24
A_w0_coded,1,12,0.3239,0.0,25
A_w0_coded,1,13,-0.9563,0.7826,23
A_w0_coded,1,14,-0.2769,0.5556,18
A_w0_coded,1,15,-0.5407,0.7895,19
A_w0_coded,1,16,-1.0962,1.0,18
A_w0_coded,1,17,-2.1,1.0,19
A_w0_coded,1,18,-0.6001,0.7222,18
A_w0_coded,1,19,0.7738,0.0,20
A_w0_coded,1,20,1.0027,0.0,24
A_w0_coded,1,21,-0.6691,0.65,20
A_w0_coded,1,22,-1.4862,1.0,20
A_w0_coded,1,23,0.14,0.0,22
A_w0_coded,1,24,-1.0003,0.9545,22
A_w0_coded,1,25,-0.0114,0.0417,24
A_w0_coded,1,26,-1.1275,0.9444,18
A_w0_coded,1,27,1.1934,0.0,21
A_w0_coded,1,28,1.6177,0.0,19
A_w0_coded,1,29,0.6132,0.0,21
A_w0_coded,1,30,-0.1068,0.3125,16
A_w0_coded,1,31,0.7829,0.0,20
A_w0_coded,1,32,-0.5723,0.6522,23
A_w0_coded,1,33,-0.0971,0.28,25
A_w0_coded,1,34,0.2272,0.0,25
A_w0_coded,1,35,-0.5516,0.875,24
A_w0_coded,1,36,1.9899,0.0,24
A_w0_coded,1,37,-0.5172,0.7222,18
A_w0_coded,1,38,-0.14,0.3043,23
A_w0_coded,1,39,-0.5151,0.8095,21
A_w0_coded,1,40,2.2352,0.0,22
A_w0_coded,1,41,-1.1901,0.9474,19
A_w0_coded,1,42,-1.2356,1.0,17
A_w0_coded,1,43,-0.9574,1.0,22
A_w0_coded,1,44,-0.324,0.56,25
A_w0_coded,1,45,0.7002,0.0,24
A_w0_coded,1,46,1.3117,0.0,22
A_w0_coded,1,47,0.8041,0.0,21
A_w0_coded,1,48,0.0936,0.0952,21
A_w0_coded,1,49,-2.2629,1.0,18
A_w0_coded,2,0,0.8765,0.0,20
A_w0_coded,2,1,-1.7461,0.8947,19
A_w0_coded,2,2,0.0191,0.7368,19
A_w0_coded,2,3,0.3056,0.55,20
A_w0_coded,2,4,1.4089,0.0,22
A_w0_coded,2,5,0.3466,0.5556,18
A_w0_coded,2,6,0.2651,0.4348,23
A_w0_coded,2,7,0.2947,0.7647,17
A_w0_coded,2,8,2.0811,0.0,19
A_w0_coded,2,9,0.3496,0.4762,21
A_w0_coded,2,10,-1.3829,1.0,23
A_w0_coded,2,11,1.0976,0.0,16
A_w0_coded,2,12,1.7772,0.0,20
A_w0_coded,2,13,0.4734,0.2174,23
A_w0_coded,2,14,2.6504,0.0,21
A_w0_coded,2,15,0.7673,0.0526,19
A_w0_coded,2,16,2.1412,0.0,20
A_w0_coded,2,17,1.3233,0.0,22
A_w0_coded,2,18,0.7587,0.0476,21
A_w0_coded,2,19,-0.9575,1.0,19
A_w0_coded,2,20,0.9142,0.0,21
A_w0_coded,2,21,1.1108,0.0,17
A_w0_coded,2,22,0.002,0.7778,18
A_w0_coded,2,23,0.5487,0.15,20
A_w0_coded,2,24,1.1989,0.0455,22
A_w0_coded,2,25,-1.7732,1.0,25
A_w0_coded,2,26,0.4987,0.1905,21
A_w0_coded,2,27,1.8253,0.0,16
A_w0_coded,2,28,1.0215,0.0,24
A_w0_coded,2,29,0.8838,0.0,17
A_w0_coded,2,30,2.0824,0.0,19
A_w0_coded,2,31,0.0391,1.0,24
A_w0_coded,2,32,-1.3404,0.96,25
A_w0_coded,2,33,-0.5939,0.9583,24
A_w0_coded,2,34,1.3643,0.0,22
A_w0_coded,2,35,2.2002,0.0,20
A_w0_coded,2,36,-0.0125,0.8,20
A_w0_coded,2,37,2.0355,0.0,13
A_w0_coded,2,38,-1.1303,0.9091,22
A_w0_coded,2,39,1.8196,0.0,21
A_w0_coded,2,40,1.2409,0.0,20
A_w0_coded,2,41,-0.7634,0.9,20
A_w0_coded,2,42,1.2428,0.0,19
A_w0_coded,2,43,0.4513,0.55,20
A_w0_coded,2,44,0.7212,0.0,18
A_w0_coded,2,45,0.9389,0.0526,19
A_w0_coded,2,46,-1.2738,1.0,24
A_w0_coded,2,47,0.0709,0.7083,24
A_w0_coded,2,48,-0.5698,1.0,24
A_w0_coded,2,49,-0.3255,1.0,24
A_w0_coded,3,0,-1.8286,1.0,24
A_w0_coded,3,1,-2.9643,0.913,23
A_w0_coded,3,2,-0.3278,0.2222,18
A_w0_coded,3,3,-1.5325,1.0,20
A_w0_coded,3,4,-1.0241,0.85,20
A_w0_coded,3,5,-0.5793,0.5294,17
A_w0_coded,3,6,0.1741,0.0,21
A_w0_coded,3,7,0.0217,0.0,25
A_w0_coded,3,8,-1.2671,0.9583,24
A_w0_coded,3,9,-0.0632,0.0,21
A_w0_coded,3,10,-0.4152,0.3,20
A_w0_coded,3,11,-2.127,0.8571,21
A_w0_coded,3,12,0.6675,0.0,20
A_w0_coded,3,13,0.1476,0.0,21
A_w0_coded,3,14,-0.4094,0.5625,16
A_w0_coded,3,15,-0.9938,0.7895,19
A_w0_coded,3,16,0.7016,0.0,21
A_w0_coded,3,17,-1.5142,1.0,19
A_w0_coded,3,18,0.8555,0.0,21
A_w0_coded,3,19,-0.1588,0.1,20
A_w0_coded,3,20,1.1935,0.0,23
A_w0_coded,3,21,-1.2374,1.0,19
A_w0_coded,3,22,-0.2841,0.1304,23
A_w0_coded,3,23,-1.7816,0.9375,16
A_w0_coded,3,24,0.2958,0.0,19
A_w0_coded,3,25,0.1905,0.0455,22
A_w0_coded,3,26,-2.5309,1.0,22
A_w0_coded,3,27,-0.5173,0.5238,21
A_w0_coded,3,28,-0.3871,0.45,20
A_w0_coded,3,29,-0.288,0.35,20
A_w0_coded,3,30,0.2334,0.0,20
A_w0_coded,3,31,-2.1442,1.0,21
A_w0_coded,3,32,0.3384,0.0,22
A_w0_coded,3,33,-0.7519,0.7222,18
A_w0_coded,3,34,-0.0566,0.0,23
A_w0_coded,3,35,-1.4156,0.9524,21
A_w0_coded,3,36,-0.8645,0.8095,21
A_w0_coded,3,37,1.4697,0.0,19
A_w0_coded,3,38,-1.4889,0.8947,19
A_w0_coded,3,39,-1.2424,1.0,19
A_w0_coded,3,40,0.5848,0.0,20
A_w0_coded,3,41,1.0079,0.0,23
A_w0_coded,3,42,0.6417,0.0,20
A_w0_coded,3,43,-0.2435,0.1111,18
A_w0_coded,3,44,-0.35,0.2857,21
A_w0_coded,3,45,-0.7755,0.8333,18
A_w0_coded,3,46,-0.7057,0.9048,21
A_w0_coded,3,47,-1.2124,1.0,18
A_w0_coded,3,48,0.4385,0.0,20
A_w0_coded,3,49,-0.7291,0.65,20
A_w0_coded,4,0,0.954,0.0,23
A_w0_coded,4,1,1.6421,0.0,17
A_w0_coded,4,2,0.4226,0.1053,19
A_w0_coded,4,3,-0.9288,0.9524,21
A_w0_coded,4,4,-0.2979,0.7895,19
A_w0_coded,4,5,-1.3191,1.0,20
A_w0_coded,4,6,1.6025,0.0,18
A_w0_coded,4,7,-0.224,0.9474,19
A_w0_coded,4,8,1.0446,0.0476,21
A_w0_coded,4,9,0.6132,0.2083,24
A_w0_coded,4,10,-0.0231,0.76,25
A_w0_coded,4,11,0.2952,0.2609,23
A_w0_coded,4,12,1.1641,0.0,25
A_w0_coded,4,13,-1.2982,1.0,24
A_w0_coded,4,14,-0.1746,0.72,25
A_w0_coded,4,15,1.373,0.0,25
A_w0_coded,4,16,1.1374,0.0,20
A_w0_coded,4,17,1.3887,0.0,17
A_w0_coded,4,18,-0.6533,1.0,23
A_w0_coded,4,19,0.4888,0.087,23
A_w0_coded,4,20,1.2509,0.0,24
A_w0_coded,4,21,0.6513,0.04,25
A_w0_coded,4,22,0.7722,0.0,22
A_w0_coded,4,23,1.0977,0.0,19
A_w0_coded,4,24,-1.2809,1.0,19
A_w0_coded,4,25,-0.4901,0.9091,22
A_w0_coded,4,26,-1.2333,1.0,24
A_w0_coded,4,27,0.4955,0.08,25
A_w0_coded,4,28,0.56,0.0435,23
A_w0_coded,4,29,-0.1973,0.7143,21
A_w0_coded,4,30,-0.1611,0.7,20
A_w0_coded,4,31,0.9264,0.0,21
A_w0_coded,4,32,1.137,0.0,20
A_w0_coded,4,33,0.6288,0.0,24
A_w0_coded,4,34,1.1744,0.0,22
A_w0_coded,4,35,2.2265,0.0,18
A_w0_coded,4,36,-0.2166,0.9444,18
A_w0_coded,4,37,1.6069,0.0,21
A_w0_coded,4,38,0.069,0.4,20
A_w0_coded,4,39,-0.3053,0.9091,22
A_w0_coded,4,40,1.0636,0.0,18
A_w0_coded,4,41,-0.1544,0.5556,18
A_w0_coded,4,42,-0.3577,0.8421,19
A_w0_coded,4,43,0.1791,0.35,20
A_w0_coded,4,44,-0.5131,0.8,25
A_w0_coded,4,45,0.2619,0.36,25
A_w0_coded,4,46,1.447,0.0,24
A_w0_coded,4,47,1.217,0.0,21
A_w0_coded,4,48,0.0908,0.4286,21
A_w0_coded,4,49,-0.2986,0.913,23
A_w0_coded,5,0,-0.1368,0.7059,17
A_w0_coded,5,1,-0.1008,0.75,20
A_w0_coded,5,2,1.5581,0.0,20
A_w0_coded,5,3,2.1106,0.0,23
A_w0_coded,5,4,1.174,0.0,25
A_w0_coded,5,5,1.3072,0.0,24
A_w0_coded,5,6,0.2549,0.16,25
A_w0_coded,5,7,1.0107,0.0,23
A_w0_coded,5,8,-0.0983,0.9091,22
A_w0_coded,5,9,0.5315,0.1053,19
A_w0_coded,5,10,-0.1505,0.7143,21
A_w0_coded,5,11,0.7183,0.0,22
A_w0_coded,5,12,-0.2339,0.7368,19
A_w0_coded,5,13,0.4182,0.0909,22
A_w0_coded,5,14,-1.0221,1.0,20
A_w0_coded,5,15,-0.2337,0.7143,21
A_w0_coded,5,16,-0.5142,0.9091,22
A_w0_coded,5,17,0.0803,0.4762,21
A_w0_coded,5,18,-0.3441,0.7,20
A_w0_coded,5,19,-0.0599,0.4348,23
A_w0_coded,5,20,-0.0322,0.7,20
A_w0_coded,5,21,-0.0554,0.52,25
A_w0_coded,5,22,0.5232,0.1053,19
A_w0_coded,5,23,-0.737,0.9048,21
A_w0_coded,5,24,-0.77,0.9048,21
A_w0_coded,5,25,0.46,0.0909,22
A_w0_coded,5,26,0.7383,0.0,18
A_w0_coded,5,27,0.8121,0.0,18
A_w0_coded,5,28,-0.2191,0.7826,23
A_w0_coded,5,29,-0.6589,0.913,23
A_w0_coded,5,30,-0.9276,0.8824,17
A_w0_coded,5,31,1.4055,0.0,23
A_w0_coded,5,32,1.1195,0.0,20
A_w0_coded,5,33,2.6623,0.0,19
A_w0_coded,5,34,0.5628,0.0,21
A_w0_coded,5,35,0.4727,0.0455,22
A_w0_coded,5,36,0.6911,0.0526,19
A_w0_coded,5,37,0.5342,0.0,20
A_w0_coded,5,38,0.0287,0.3636,22
A_w0_coded,5,39,-1.2947,1.0,18
A_w0_coded,5,40,-0.0207,0.381,21
A_w0_coded,5,41,1.2938,0.0,20
A_w0_coded,5,42,-1.0951,1.0,19
A_w0_coded,5,43,1.0862,0.0,21
A_w0_coded,5,44,-0.1947,0.6667,24
A_w0_coded,5,45,0.9261,0.0476,21
A_w0_coded,5,46,0.4019,0.2609,23
A_w0_coded,5,47,0.2532,0.1364,22
A_w0_coded,5,48,-1.7202,1.0,22
A_w0_coded,5,49,-0.1801,0.8947,19
A_w0_coded,6,0,-2.3975,1.0,18
A_w0_coded,6,1,1.4656,0.0,18
A_w0_coded,6,2,0.4938,0.0476,21
A_w0_coded,6,3,-1.1098,0.92,25
A_w0_coded,6,4,0.3646,0.0417,24
A_w0_coded,6,5,-0.2698,0.52,25
A_w0_coded,6,6,-1.2467,0.9444,18
A_w0_coded,6,7,-1.9315,0.9444,18
A_w0_coded,6,8,-0.4207,0.7727,22
A_w0_coded,6,9,-0.2422,0.2857,21
A_w0_coded,6,10,-0.9117,1.0,21
A_w0_coded,6,11,0.0092,0.0588,17
A_w0_coded,6,12,0.4008,0.0,18
A_w0_coded,6,13,0.9504,0.0,20
A_w0_coded,6,14,-0.9295,1.0,19
A_w0_coded,6,15,-0.1869,0.5,20
A_w0_coded,6,16,-0.9874,0.9565,23
A_w0_coded,6,17,0.4239,0.0,24
A_w0_coded,6,18,-0.6422,0.7083,24
A_w0_coded,6,19,-0.0402,0.1,20
A_w0_coded,6,20,-1.1336,1.0,20
A_w0_coded,6,21,0.3977,0.0,21
A_w0_coded,6,22,-0.4749,0.7727,22
A_w0_coded,6,23,-0.0172,0.2105,19
A_w0_coded,6,24,1.0681,0.0,22
A_w0_coded,6,25,0.9339,0.0,22
A_w0_coded,6,26,-1.4459,1.0,21
A_w0_coded,6,27,-1.2124,1.0,25
A_w0_coded,6,28,1.3174,0.0,24
A_w0_coded,6,29,0.9602,0.0,21
A_w0_coded,6,30,-0.3594,0.7,20
A_w0_coded,6,31,0.1994,0.1,20
A_w0_coded,6,32,1.0414,0.0,18
A_w0_coded,6,33,-1.0912,1.0,21
A_w0_coded,6,34,-1.9717,1.0,20
A_w0_coded,6,35,-2.1992,0.9524,21
A_w0_coded,6,36,-0.8806,0.95,20
A_w0_coded,6,37,2.5442,0.0,21
A_w0_coded,6,38,-1.1784,0.9,20
A_w0_coded,6,39,-0.49,0.4783,23
A_w0_coded,6,40,-0.1252,0.2609,23
A_w0_coded,6,41,-1.2536,0.85,20
A_w0_coded,6,42,0.1916,0.0,19
A_w0_coded,6,43,0.9719,0.0,24
A_w0_coded,6,44,-2.024,1.0,22
A_w0_coded,6,45,-1.4388,0.9048,21
A_w0_coded,6,46,-1.1623,1.0,24
A_w0_coded,6,47,1.6043,0.0,25
A_w0_coded,6,48,-0.2717,0.381,21
A_w0_coded,6,49,0.098,0.125,16
A_w0_coded,7,0,1.3049,0.0,22
A_w0_coded,7,1,0.0211,0.1429,21
A_w0_coded,7,2,-0.7805,0.7143,21
A_w0_coded,7,3,0.0374,0.1053,19
A_w0_coded,7,4,0.2,0.0,21
A_w0_coded,7,5,-0.634,0.5652,23
A_w0_coded,7,6,-1.2997,1.0,18
A_w0_coded,7,7,-0.2328,0.2727,22
A_w0_coded,7,8,-0.5015,0.72,25
A_w0_coded,7,9,0.4683,0.0,20
A_w0_coded,7,10,-0.71,0.6111,18
A_w0_coded,7,11,-1.152,0.9444,18
A_w0_coded,7,12,-0.2077,0.1,20
A_w0_coded,7,13,0.0481,0.0455,22
A_w0_coded,7,14,-0.7526,0.7727,22
A_w0_coded,7,15,-1.4761,0.9474,19
A_w0_coded,7,16,-1.1884,0.95,20
A_w0_coded,7,17,0.6311,0.0,23
A_w0_coded,7,18,-0.7413,0.9474,19
A_w0_coded,7,19,-0.1,0.25,20
A_w0_coded,7,20,0.3457,0.0,22
A_w0_coded,7,21,-1.3686,0.9412,17
A_w0_coded,7,22,-1.244,1.0,18
A_w0_coded,7,23,0.4976,0.0,21
A_w0_coded,7,24,0.3081,0.0,20
A_w0_coded,7,25,-1.3073,1.0,17
A_w0_coded,7,26,-1.7525,1.0,19
A_w0_coded,7,27,-1.2899,1.0,21
A_w0_coded,7,28,-0.6799,0.6087,23
A_w0_coded,7,29,0.9965,0.0,23
A_w0_coded,7,30,-0.0377,0.0476,21
A_w0_coded,7,31,-0.343,0.1818,22
A_w0_coded,7,32,-0.6678,0.7895,19
A_w0_coded,7,33,-2.0158,0.9474,19
A_w0_coded,7,34,-0.6795,0.6522,23
A_w0_coded,7,35,-1.731,0.96,25
A_w0_coded,7,36,-1.2996,0.96,25
A_w0_coded,7,37,0.6649,0.0,23
A_w0_coded,7,38,-0.417,0.4091,22
A_w0_coded,7,39,0.2656,0.0,21
A_w0_coded,7,40,1.0593,0.0,18
A_w0_coded,7,41,-0.4411,0.625,24
A_w0_coded,7,42,-1.9286,1.0,18
A_w0_coded,7,43,-1.1737,0.95,20
A_w0_coded,7,44,0.0403,0.0,21
A_w0_coded,7,45,-1.8462,0.9048,21
A_w0_coded,7,46,-0.5344,0.7368,19
A_w0_coded,7,47,0.1199,0.0,20
A_w0_coded,7,48,-0.3521,0.1579,19
A_w0_coded,7,49,0.7558,0.0,18
A_w0_coded,8,0,1.3516,0.0,24
A_w0_coded,8,1,-0.4583,0.6471,17
A_w0_coded,8,2,0.4505,0.08,25
A_w0_coded,8,3,-1.0989,0.9048,21
A_w0_coded,8,4,0.9621,0.0,12
A_w0_coded,8,5,-1.1264,1.0,17
A_w0_coded,8,6,-1.0398,1.0,21
A_w0_coded,8,7,-1.2499,0.9,20
A_w0_coded,8,8,0.048,0.5,20
A_w0_coded,8,9,1.22,0.0,22
A_w0_coded,8,10,-0.8259,1.0,25
A_w0_coded,8,11,0.2326,0.25,24
A_w0_coded,8,12,-0.0607,0.1111,18
A_w0_coded,8,13,-1.0191,0.9545,22
A_w0_coded,8,14,0.9185,0.0,19
A_w0_coded,8,15,-0.5896,0.8636,22
A_w0_coded,8,16,0.5489,0.0,18
A_w0_coded,8,17,0.1857,0.35,20
A_w0_coded,8,18,1.4788,0.0,21
A_w0_coded,8,19,0.2602,0.2222,18
A_w0_coded,8,20,0.9102,0.0,22
A_w0_coded,8,21,-0.0289,0.65,20
A_w0_coded,8,22,-1.1977,1.0,23
A_w0_coded,8,23,1.6568,0.0,22
A_w0_coded,8,24,-1.9134,0.9524,21
A_w0_coded,8,25,-1.1836,0.9545,22
A_w0_coded,8,26,1.0794,0.0,23
A_w0_coded,8,27,1.3407,0.0,18
A_w0_coded,8,28,-0.2759,0.85,20
A_w0_coded,8,29,1.8053,0.0,21
A_w0_coded,8,30,0.1022,0.3333,18
A_w0_coded,8,31,0.1083,0.3333,21
A_w0_coded,8,32,-0.4144,0.85,20
A_w0_coded,8,33,-0.7084,0.9,20
A_w0_coded,8,34,1.1177,0.0,19
A_w0_coded,8,35,0.2596,0.2381,21
A_w0_coded,8,36,-0.7533,0.88,25
A_w0_coded,8,37,0.2762,0.0417,24
A_w0_coded,8,38,-0.4232,0.8261,23
